date,Patients,max_temp,min_temp,rainfall,humidity,avg_temp,temp_range,rain_binary,humidity_norm,Patients_lag3,Patients_lag7,Patients_lag14,avg_temp_lag3,avg_temp_lag7,avg_temp_lag14,rain_binary_lag3,rain_binary_lag7,rain_binary_lag14,humidity_norm_lag3,humidity_norm_lag7,humidity_norm_lag14,rolling_Patients_7d_mean,rolling_Patients_14d_mean,rolling_avg_temp_7d_mean,rolling_avg_temp_14d_mean,rolling_rain_binary_7d_mean,rolling_rain_binary_14d_mean,rolling_humidity_norm_7d_mean,rolling_humidity_norm_14d_mean,temp_humidity_index,rain_temp_index,rain_humidity,season_Monsoon,season_Post-Monsoon,season_Pre-Monsoon,season_Winter,division_Barishal,division_Chattogram,division_Dhaka,division_Khulna,division_Mymensingh,division_Rajshahi,division_Rangpur,division_Sylhet,day_of_year,fourier_sin,fourier_cos
2022-01-25,0,24.6,15.3,0.2,82,19.950000000000003,9.3,1,0.82,0.0,0.0,0.0,20.0,18.9,21.950000000000003,1.0,0.0,0.0,0.78,0.77,0.73,0.0,0.0714285714285714,19.307142857142857,19.692857142857143,0.5714285714285714,0.4285714285714285,0.7771428571428572,0.7735714285714285,16.359,19.950000000000003,0.82,False,False,False,True,True,False,False,False,False,False,False,False,25,0.4169258813287287,0.9089404873138079
2022-01-26,0,25.1,17.9,1.0,80,21.5,7.200000000000003,1,0.8,0.0,0.0,1.0,20.7,19.15,20.85,1.0,0.0,1.0,0.77,0.77,0.83,0.0,0.0714285714285714,19.457142857142856,19.55,0.7142857142857143,0.5,0.7842857142857144,0.78,17.2,21.5,0.8,False,False,False,True,True,False,False,False,False,False,False,False,26,0.4324994021339788,0.9016342202654858
2022-01-27,0,23.6,15.6,0.6,78,19.6,8.000000000000002,1,0.78,0.0,0.0,0.0,18.6,18.45,20.7,1.0,0.0,0.0,0.88,0.75,0.84,0.0,0.0,19.792857142857144,19.596428571428568,0.8571428571428571,0.5,0.7885714285714286,0.7778571428571429,15.288000000000002,19.6,0.78,False,False,False,True,True,False,False,False,False,False,False,False,27,0.44794493940789115,0.8940611451454875
2022-01-28,0,22.4,13.6,0.0,66,18.0,8.799999999999999,0,0.66,0.0,0.0,0.0,19.950000000000003,19.35,19.5,1.0,1.0,1.0,0.82,0.72,0.82,0.0,0.0,19.957142857142856,19.517857142857142,1.0,0.5714285714285714,0.7928571428571429,0.7735714285714286,11.88,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,28,0.4632579225674917,0.8862235029485798
2022-01-29,0,21.1,12.0,0.0,68,16.55,9.1,0,0.68,0.0,0.0,0.0,21.5,20.0,19.65,1.0,1.0,0.0,0.8,0.78,0.76,0.0,0.0,19.76428571428572,19.410714285714285,0.8571428571428571,0.5,0.7842857142857144,0.7621428571428571,11.254,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,29,0.47843382025470116,0.8781236129591847
2022-01-30,0,22.8,11.4,0.0,73,17.1,11.4,0,0.73,0.0,0.0,0.0,19.6,20.7,19.45,1.0,1.0,0.0,0.78,0.77,0.69,0.0,0.0,19.27142857142857,19.18928571428572,0.7142857142857143,0.5,0.7700000000000001,0.7564285714285715,12.483,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,30,0.4934681416772373,0.8697638720650644
2022-01-31,0,23.9,12.2,0.0,72,18.05,11.7,0,0.72,0.0,0.0,0.0,18.0,18.6,18.45,0.0,1.0,0.0,0.66,0.88,0.72,0.0,0.0,18.75714285714286,19.02142857142857,0.5714285714285714,0.5,0.7642857142857142,0.7592857142857142,12.995999999999997,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,31,0.5083564379375121,0.861146754048045
2022-02-01,0,25.6,15.2,0.5,80,20.4,10.400000000000002,1,0.8,0.0,0.0,0.0,16.55,19.950000000000003,18.9,0.0,1.0,0.0,0.68,0.82,0.77,0.0,0.0,18.678571428571427,18.992857142857144,0.4285714285714285,0.5,0.7414285714285714,0.7592857142857143,16.32,20.4,0.8,False,False,False,True,True,False,False,False,False,False,False,False,32,0.5230943033491326,0.8522748088519838
2022-02-02,0,25.8,14.4,0.3,84,20.1,11.4,1,0.84,0.0,0.0,0.0,17.1,21.5,19.15,0.0,1.0,0.0,0.73,0.8,0.77,0.0,0.0,18.74285714285714,19.1,0.4285714285714285,0.5714285714285714,0.7385714285714285,0.7614285714285715,16.884,20.1,0.84,False,False,False,True,True,False,False,False,False,False,False,False,33,0.5376773767406141,0.8431506618281999
2022-02-03,0,26.4,16.6,0.0,81,21.5,9.799999999999995,0,0.81,0.0,0.0,0.0,18.05,19.6,18.45,0.0,1.0,0.0,0.72,0.78,0.75,0.0,0.0,18.54285714285714,19.167857142857144,0.4285714285714285,0.6428571428571429,0.7442857142857143,0.7664285714285715,17.415000000000003,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,34,0.5521013427459207,0.8337770129585916
2022-02-04,0,27.3,16.6,5.4,78,21.950000000000003,10.7,1,0.78,0.0,0.0,0.0,20.4,18.0,19.35,1.0,0.0,1.0,0.8,0.66,0.72,0.0,0.0,18.81428571428572,19.38571428571429,0.2857142857142857,0.6428571428571429,0.7485714285714286,0.7707142857142857,17.121000000000002,21.950000000000003,0.78,False,False,False,True,True,False,False,False,False,False,False,False,35,0.5663619330814523,0.8241566360566664
2022-02-05,0,23.9,15.6,5.1,76,19.75,8.299999999999999,1,0.76,0.0,0.0,0.0,20.1,16.55,20.0,1.0,0.0,1.0,0.84,0.68,0.78,0.0,0.0,19.37857142857143,19.571428571428573,0.4285714285714285,0.6428571428571429,0.7657142857142857,0.7750000000000001,15.01,19.75,0.76,False,False,False,True,True,False,False,False,False,False,False,False,36,0.5804549278090979,0.8142923779467268
2022-02-06,0,22.6,12.5,0.0,68,17.55,10.1,0,0.68,0.0,0.0,0.0,21.5,17.1,20.7,0.0,0.0,1.0,0.81,0.73,0.77,0.0,0.0,19.835714285714285,19.553571428571427,0.5714285714285714,0.6428571428571429,0.777142857142857,0.7735714285714286,11.934,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,37,0.594376156584983,0.8041871576214481
2022-02-07,0,23.6,12.9,0.0,76,18.25,10.7,0,0.76,0.0,0.0,0.0,21.950000000000003,18.05,18.6,1.0,0.0,1.0,0.78,0.72,0.88,0.0,0.0,19.9,19.32857142857143,0.5714285714285714,0.5714285714285714,0.7700000000000001,0.7671428571428571,13.87,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,38,0.6081214998935417,0.7938439653781021
2022-02-08,0,24.4,13.7,0.0,74,19.05,10.7,0,0.74,0.0,0.0,0.0,19.75,20.4,19.950000000000003,1.0,1.0,1.0,0.76,0.8,0.82,0.0,0.0,19.928571428571427,19.303571428571427,0.5714285714285714,0.5,0.7757142857142857,0.7585714285714286,14.096999999999998,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,39,0.6216868902665479,0.7832658619336792
2022-02-09,0,25.5,13.8,0.0,75,19.65,11.7,0,0.75,0.0,0.0,0.0,17.55,20.1,21.5,0.0,1.0,1.0,0.68,0.84,0.8,0.0,0.0,19.735714285714288,19.23928571428572,0.4285714285714285,0.4285714285714285,0.7671428571428571,0.7528571428571429,14.7375,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,40,0.6350683134867438,0.7724559775191744
2022-02-10,0,25.6,16.4,0.0,75,21.0,9.200000000000005,0,0.75,0.0,0.0,0.0,18.25,21.5,19.6,0.0,0.0,1.0,0.76,0.81,0.78,0.0,0.0,19.67142857142857,19.107142857142858,0.2857142857142857,0.3571428571428571,0.7542857142857143,0.7492857142857143,15.75,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,41,0.6482618097757122,0.7614175109532998
2022-02-11,0,24.9,15.2,0.2,81,20.05,9.7,1,0.81,0.0,0.0,0.0,19.05,21.950000000000003,18.0,0.0,1.0,0.0,0.74,0.78,0.66,0.0,0.0,19.6,19.207142857142856,0.2857142857142857,0.2857142857142857,0.7457142857142858,0.7471428571428572,16.240499999999997,20.05,0.81,False,False,False,True,True,False,False,False,False,False,False,False,42,0.6612634749656386,0.7501537286959044
2022-02-12,3,24.4,15.1,0.0,66,19.75,9.3,0,0.66,0.0,0.0,0.0,19.65,19.75,16.55,0.0,1.0,0.0,0.75,0.76,0.68,0.0,0.0,19.328571428571426,19.353571428571428,0.2857142857142857,0.3571428571428571,0.75,0.7578571428571429,13.035,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,43,0.6740694616546161,0.7386679638813749
2022-02-13,0,25.7,14.4,0.0,62,20.05,11.3,0,0.62,0.0,0.0,0.0,21.0,17.55,17.1,0.0,0.0,0.0,0.75,0.68,0.73,0.4285714285714285,0.2142857142857142,19.328571428571426,19.582142857142856,0.1428571428571428,0.3571428571428571,0.7357142857142858,0.7564285714285716,12.431,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,44,0.6866759803451553,0.7269636153323081
2022-02-14,2,26.7,14.3,0.0,63,20.5,12.4,0,0.63,0.0,0.0,0.0,20.05,18.25,18.05,1.0,0.0,0.0,0.81,0.76,0.72,0.4285714285714285,0.2142857142857142,19.685714285714283,19.792857142857144,0.1428571428571428,0.3571428571428571,0.7271428571428571,0.7485714285714286,12.915,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,45,0.6990793005655562,0.7150441465537445
2022-02-15,0,26.8,13.5,0.0,64,20.15,13.3,0,0.64,3.0,0.0,0.0,19.75,19.05,20.4,0.0,0.0,1.0,0.66,0.74,0.8,0.7142857142857143,0.3571428571428571,20.007142857142856,19.967857142857145,0.1428571428571428,0.3571428571428571,0.7085714285714285,0.7421428571428572,12.896,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,46,0.7112757519738153,0.7029130847082616
2022-02-16,0,27.3,13.7,0.0,59,20.5,13.6,0,0.59,0.0,0.0,0.0,20.05,19.65,20.1,0.0,0.0,1.0,0.62,0.75,0.84,0.7142857142857143,0.3571428571428571,20.164285714285715,19.95,0.1428571428571428,0.2857142857142857,0.6942857142857143,0.7307142857142858,12.095,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,47,0.7232617254437389,0.6905740195722294
2022-02-17,0,27.9,13.9,0.0,58,20.9,13.999999999999998,0,0.58,2.0,0.0,0.0,20.5,21.0,21.5,0.0,0.0,0.0,0.63,0.75,0.81,0.7142857142857143,0.3571428571428571,20.285714285714285,19.978571428571428,0.1428571428571428,0.2142857142857142,0.6714285714285715,0.7128571428571429,12.121999999999998,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,48,0.7350336741329413,0.6780306024735382
2022-02-18,0,27.8,16.1,0.0,54,21.950000000000003,11.7,0,0.54,0.0,0.0,0.0,20.15,20.05,21.950000000000003,0.0,1.0,1.0,0.64,0.81,0.78,0.7142857142857143,0.3571428571428571,20.27142857142857,19.935714285714287,0.1428571428571428,0.2142857142857142,0.6471428571428571,0.6964285714285714,11.853000000000002,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,49,0.7465881145324131,0.6652865452111116
2022-02-19,0,28.3,14.4,0.0,54,21.35,13.9,0,0.54,0.0,3.0,0.0,20.5,19.75,19.75,0.0,0.0,1.0,0.59,0.66,0.76,0.7142857142857143,0.3571428571428571,20.542857142857144,19.935714285714287,0.0,0.1428571428571428,0.6085714285714285,0.6792857142857143,11.529000000000002,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,50,0.7579216274973473,0.6523456189565257
2022-02-20,0,27.5,14.6,7.5,74,21.05,12.9,1,0.74,0.0,0.0,0.0,20.9,20.05,17.55,0.0,0.0,0.0,0.58,0.62,0.68,0.2857142857142857,0.3571428571428571,20.77142857142857,20.050000000000004,0.0,0.0714285714285714,0.5914285714285714,0.6635714285714285,15.577,21.05,0.74,False,False,False,True,True,False,False,False,False,False,False,False,51,0.7690308592589182,0.6392116531380588
2022-02-21,0,27.5,16.9,0.0,74,22.2,10.6,0,0.74,0.0,2.0,0.0,21.950000000000003,20.5,18.25,0.0,0.0,0.0,0.54,0.63,0.76,0.2857142857142857,0.3571428571428571,20.914285714285715,20.3,0.1428571428571428,0.1428571428571428,0.6085714285714285,0.6678571428571428,16.428,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,52,0.7799125224167178,0.6258885343075017
2022-02-22,0,27.5,16.6,0.0,75,22.05,10.9,0,0.75,0.0,0.0,0.0,21.35,20.15,19.05,0.0,0.0,0.0,0.54,0.64,0.74,0.0,0.3571428571428571,21.15714285714285,20.58214285714286,0.1428571428571428,0.1428571428571428,0.6242857142857143,0.6664285714285715,16.5375,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,53,0.7905633969115483,0.6123802049900648
2022-02-23,0,28.3,16.9,0.2,76,22.6,11.400000000000002,1,0.76,0.0,0.0,0.0,21.05,20.5,19.65,1.0,0.0,0.0,0.74,0.59,0.75,0.0,0.3571428571428571,21.428571428571427,20.79642857142857,0.1428571428571428,0.1428571428571428,0.64,0.6671428571428571,17.176000000000002,22.6,0.76,False,False,False,True,True,False,False,False,False,False,False,False,54,0.8009803309782906,0.5986906625177214
2022-02-24,0,29.0,17.1,0.0,78,23.05,11.9,0,0.78,0.0,0.0,0.0,22.2,20.9,21.0,0.0,0.0,0.0,0.74,0.58,0.75,0.0,0.3571428571428571,21.72857142857143,21.00714285714286,0.2857142857142857,0.2142857142857142,0.6642857142857144,0.6678571428571428,17.979000000000003,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,55,0.8111602420785622,0.5848239578463321
2022-02-25,0,30.1,16.8,0.0,73,23.450000000000003,13.3,0,0.73,0.0,0.0,0.0,22.05,21.950000000000003,20.05,0.0,0.0,1.0,0.75,0.54,0.81,0.0,0.3571428571428571,22.035714285714285,21.153571428571432,0.2857142857142857,0.2142857142857142,0.692857142857143,0.67,17.1185,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,56,0.8211001178128892,0.5707841943569036
2022-02-26,0,30.7,18.5,0.0,69,24.6,12.2,0,0.69,0.0,0.0,3.0,22.6,21.35,19.75,1.0,0.0,0.0,0.76,0.54,0.66,0.0,0.3571428571428571,22.250000000000004,21.39642857142857,0.2857142857142857,0.1428571428571428,0.72,0.6642857142857143,16.974,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,57,0.8307970168121248,0.5565755266413303
2022-02-27,0,30.9,17.9,0.9,66,24.4,13.0,1,0.66,0.0,0.0,0.0,23.05,21.05,20.05,0.0,1.0,0.0,0.78,0.74,0.62,0.0,0.1428571428571428,22.714285714285715,21.742857142857144,0.2857142857142857,0.1428571428571428,0.7414285714285714,0.6664285714285715,16.104,24.4,0.66,False,False,False,True,True,False,False,False,False,False,False,False,58,0.8402480696078469,0.5422021592729844
2022-02-28,0,31.0,19.4,0.0,69,25.2,11.6,0,0.69,0.0,0.0,2.0,23.450000000000003,22.2,20.5,0.0,0.0,0.0,0.73,0.74,0.63,0.0,0.1428571428571428,23.192857142857147,22.053571428571427,0.2857142857142857,0.2142857142857142,0.7299999999999999,0.6692857142857144,17.387999999999998,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,False,59,0.8494504794814806,0.527668345562516
2022-03-01,0,31.4,19.0,0.0,63,25.2,12.4,0,0.63,0.0,0.0,0.0,24.6,22.05,20.15,0.0,0.0,0.0,0.69,0.75,0.64,0.0,0.0,23.62142857142857,22.389285714285712,0.2857142857142857,0.2142857142857142,0.7228571428571428,0.6735714285714286,15.876,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,60,0.8584015232918916,0.512978386299228
2022-03-02,0,30.9,19.5,0.0,56,25.2,11.4,0,0.56,0.0,0.0,0.0,24.4,22.6,20.5,1.0,1.0,0.0,0.66,0.76,0.59,0.0,0.0,24.071428571428573,22.75,0.2857142857142857,0.2142857142857142,0.7057142857142856,0.6728571428571428,14.112,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,61,0.867098552281208,0.4981366284784055
2022-03-03,0,31.9,17.9,0.0,62,24.9,14.0,0,0.62,0.0,0.0,0.0,25.2,23.05,20.9,0.0,0.0,0.0,0.69,0.78,0.58,0.0,0.0,24.442857142857143,23.08571428571429,0.1428571428571428,0.2142857142857142,0.6771428571428572,0.6707142857142857,15.438,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,62,0.8755389928586301,0.4831474640149687
2022-03-04,0,31.8,18.8,0.0,55,25.3,13.0,0,0.55,0.0,0.0,0.0,25.2,23.450000000000003,21.950000000000003,0.0,0.0,0.0,0.63,0.73,0.54,0.0,0.0,24.707142857142856,23.37142857142857,0.1428571428571428,0.2142857142857142,0.6542857142857142,0.6735714285714286,13.915,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,63,0.8837203473619974,0.4680153284438344
2022-03-05,0,33.1,19.1,0.0,55,26.1,14.0,0,0.55,0.0,0.0,0.0,25.2,24.6,21.35,0.0,0.0,0.0,0.56,0.69,0.54,0.0,0.0,24.971428571428568,23.610714285714288,0.1428571428571428,0.2142857142857142,0.6285714285714287,0.6742857142857143,14.355000000000002,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,64,0.8916401947968873,0.45274469960737107
2022-03-06,0,32.1,18.7,0.0,57,25.4,13.400000000000002,0,0.57,0.0,0.0,0.0,24.9,24.4,21.05,0.0,1.0,1.0,0.62,0.66,0.74,0.0,0.0,25.185714285714283,23.95,0.1428571428571428,0.2142857142857142,0.6085714285714285,0.675,14.477999999999998,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,65,0.8992961915530252,0.4373400963303323
2022-03-07,0,32.7,18.7,0.0,56,25.700000000000003,14.000000000000004,0,0.56,0.0,0.0,0.0,25.3,25.2,22.2,0.0,0.0,0.0,0.55,0.69,0.74,0.0,0.0,25.328571428571426,24.26071428571429,0.0,0.1428571428571428,0.5957142857142858,0.6628571428571429,14.392000000000005,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,66,0.9066860720977984,0.4218060770826634
2022-03-08,0,33.2,19.1,0.0,56,26.15,14.1,0,0.56,0.0,0.0,0.0,26.1,25.2,22.05,0.0,0.0,0.0,0.55,0.63,0.75,0.0,0.0,25.4,24.510714285714283,0.0,0.1428571428571428,0.5771428571428572,0.65,14.644000000000002,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,67,0.9138076496466614,0.4061472386305789
2022-03-09,0,33.2,19.8,0.0,57,26.5,13.400000000000002,0,0.57,0.0,0.0,0.0,25.4,25.2,22.6,0.0,0.0,1.0,0.57,0.56,0.76,0.0,0.0,25.535714285714285,24.803571428571427,0.0,0.1428571428571428,0.5671428571428572,0.6364285714285715,15.105,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,68,0.9206588168102426,0.39036821467630267
2022-03-10,0,33.4,18.7,0.0,54,26.05,14.7,0,0.54,0.0,0.0,0.0,25.700000000000003,24.9,23.05,0.0,0.0,0.0,0.56,0.62,0.78,0.0,0.0,25.72142857142857,25.082142857142856,0.0,0.0714285714285714,0.5685714285714286,0.6228571428571429,14.067,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,69,0.9272375462179537,0.37447367448688307
2022-03-11,0,33.4,19.0,0.0,52,26.2,14.4,0,0.52,0.0,0.0,0.0,26.15,25.3,23.450000000000003,0.0,0.0,0.0,0.56,0.55,0.73,0.0,0.0,25.88571428571429,25.29642857142857,0.0,0.0714285714285714,0.5571428571428572,0.6057142857142858,13.624,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,70,0.9335418911179212,0.35846832151248087
2022-03-12,0,33.5,19.3,0.0,53,26.4,14.2,0,0.53,0.0,0.0,0.0,26.5,26.1,24.6,0.0,0.0,0.0,0.57,0.55,0.69,0.0,0.0,26.014285714285712,25.49285714285714,0.0,0.0714285714285714,0.5528571428571428,0.5907142857142856,13.992,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,71,0.9395699859530622,0.34235689199454206
2022-03-13,0,34.5,19.4,0.0,53,26.95,15.1,0,0.53,0.0,0.0,0.0,26.05,25.4,24.4,0.0,0.0,1.0,0.54,0.57,0.66,0.0,0.0,26.057142857142857,25.62142857142857,0.0,0.0714285714285714,0.55,0.5792857142857143,14.2835,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,72,0.9453200469131321,0.3261441535642697
2022-03-14,0,34.1,19.4,0.0,56,26.75,14.700000000000005,0,0.56,0.0,0.0,0.0,26.2,25.700000000000003,25.2,0.0,0.0,0.0,0.52,0.56,0.69,0.0,0.0,26.27857142857143,25.803571428571427,0.0,0.0,0.5442857142857144,0.5700000000000001,14.980000000000002,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,73,0.9507903724625832,0.30983490383180257
2022-03-15,0,34.9,20.4,0.0,53,27.65,14.5,0,0.53,0.0,0.0,0.0,26.4,26.15,25.2,0.0,0.0,0.0,0.53,0.56,0.63,0.0,0.0,26.428571428571427,25.914285714285715,0.0,0.0,0.5442857142857144,0.5607142857142857,14.6545,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,74,0.9559793438440767,0.29343396896652735
2022-03-16,0,35.6,19.7,0.0,58,27.65,15.900000000000002,0,0.58,0.0,0.0,0.0,26.95,26.5,25.2,0.0,0.0,0.0,0.53,0.57,0.56,0.0,0.0,26.642857142857142,26.089285714285715,0.0,0.0,0.54,0.5535714285714286,16.037,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,75,0.9608854255574978,0.2769462022689365
2022-03-17,0,35.3,20.4,0.0,62,27.85,14.9,0,0.62,0.0,0.0,0.0,26.75,26.05,24.9,0.0,0.0,0.0,0.56,0.54,0.62,0.0,0.0,26.807142857142857,26.264285714285712,0.0,0.0,0.5414285714285715,0.555,17.267,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,76,0.9655071658143365,0.2603764827344582
2022-03-18,0,36.2,21.2,0.0,54,28.700000000000003,15.000000000000004,0,0.54,0.0,0.0,0.0,27.65,26.2,25.3,0.0,0.0,0.0,0.53,0.52,0.55,0.0,0.0,27.06428571428572,26.475,0.0,0.0,0.5528571428571428,0.555,15.498000000000005,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,77,0.9698431969672942,0.2437297136096839
2022-03-19,0,36.2,21.1,0.0,55,28.65,15.1,0,0.55,0.0,0.0,0.0,27.65,26.4,26.1,0.0,0.0,0.0,0.58,0.53,0.55,0.0,0.0,27.42142857142857,26.717857142857145,0.0,0.0,0.5557142857142858,0.5542857142857144,15.757500000000002,0.0,0.0,False,False,True,False,True,False,False,False,False,False,False,False,78,0.9738922359149925,0.2270108209414185
